code,dt
AAL,2025-02-05
AAPL,2025-02-05
ABUS,2025-02-05
ADBE,2025-02-05
ADI,2025-02-05
ADMA,2025-02-05
AEP,2025-02-05
AGNC,2025-02-05
AKBA,2025-02-05
ALT,2025-02-05
AMAT,2025-02-05
AMD,2025-02-05
AMGN,2025-02-05
AMZN,2025-02-05
APA,2025-02-05
APPS,2025-02-05
ARCC,2025-02-05
ARDX,2025-02-05
ATER,2025-02-05
ATOS,2025-02-05
AUPH,2025-02-05
AVGO,2025-02-05
AZN,2025-02-05
BCRX,2025-02-05
BGC,2025-02-05
BIDU,2025-02-05
BILI,2025-02-05
BKR,2025-02-05
BLDP,2025-02-05
BLNK,2025-02-05
BYND,2025-02-05
CAN,2025-02-05
CELH,2025-02-05
CG,2025-02-05
CGC,2025-02-05
CHRD,2025-02-05
CLNE,2025-02-05
CMCSA,2025-02-05
COMM,2025-02-05
COST,2025-02-05
CPB,2025-02-05
CPRT,2025-02-05
CRON,2025-02-05
CRWD,2025-02-05
CSCO,2025-02-05
CSGP,2025-02-05
CSX,2025-02-05
CTSH,2025-02-05
CZR,2025-02-05
DBX,2025-02-05
DDOG,2025-02-05
DKNG,2025-02-05
DLTR,2025-02-05
DOCU,2025-02-05
DVAX,2025-02-05
DXCM,2025-02-05
EA,2025-02-05
EBAY,2025-02-05
ENPH,2025-02-05
ERIC,2025-02-05
ESPR,2025-02-05
ETSY,2025-02-05
EXC,2025-02-05
EXEL,2025-02-05
EXPE,2025-02-05
FANG,2025-02-05
FAST,2025-02-05
FITB,2025-02-05
FLEX,2025-02-05
FOLD,2025-02-05
FOXA,2025-02-05
FSLR,2025-02-05
FTNT,2025-02-05
FUTU,2025-02-05
GEN,2025-02-05
GERN,2025-02-05
GEVO,2025-02-05
GILD,2025-02-05
GOOG,2025-02-05
GOOGL,2025-02-05
GPRO,2025-02-05
GT,2025-02-05
HBAN,2025-02-05
HIVE,2025-02-05
HON,2025-02-05
HST,2025-02-05
HUT,2025-02-05
IBRX,2025-02-05
INTC,2025-02-05
IOVA,2025-02-05
IQ,2025-02-05
IRWD,2025-02-05
JBLU,2025-02-05
JD,2025-02-05
KDP,2025-02-05
KHC,2025-02-05
LBTYK,2025-02-05
LRCX,2025-02-05
LYFT,2025-02-05
MAR,2025-02-05
MARA,2025-02-05
MAT,2025-02-05
MCHP,2025-02-05
MCRB,2025-02-05
MDLZ,2025-02-05
META,2025-02-05
MGNI,2025-02-05
MLCO,2025-02-05
MNKD,2025-02-05
MNST,2025-02-05
MOMO,2025-02-05
MRNA,2025-02-05
MRVL,2025-02-05
MSFT,2025-02-05
MSTR,2025-02-05
MTCH,2025-02-05
MU,2025-02-05
MVIS,2025-02-05
NDAQ,2025-02-05
NFLX,2025-02-05
NKTR,2025-02-05
NNDM,2025-02-05
NTES,2025-02-05
NTNX,2025-02-05
NVAX,2025-02-05
NVDA,2025-02-05
NWL,2025-02-05
NWSA,2025-02-05
NXPI,2025-02-05
OCGN,2025-02-05
OKTA,2025-02-05
ON,2025-02-05
OPK,2025-02-05
PAA,2025-02-05
PACB,2025-02-05
PAGP,2025-02-05
PANW,2025-02-05
PARA,2025-02-05
PCAR,2025-02-05
PDD,2025-02-05
PENN,2025-02-05
PEP,2025-02-05
PLUG,2025-02-05
PTEN,2025-02-05
PTON,2025-02-05
PYPL,2025-02-05
QCOM,2025-02-05
QUBT,2025-02-05
QVCGA,2025-02-05
RDFN,2025-02-05
REAL,2025-02-05
RIOT,2025-02-05
ROKU,2025-02-05
ROST,2025-02-05
RUN,2025-02-05
SABR,2025-02-05
SAVA,2025-02-05
SBUX,2025-02-05
SFIX,2025-02-05
SGMO,2025-02-05
SIRI,2025-02-05
SLM,2025-02-05
SMCI,2025-02-05
SNDL,2025-02-05
SONO,2025-02-05
STNE,2025-02-05
STX,2025-02-05
TCOM,2025-02-05
TGTX,2025-02-05
TIGR,2025-02-05
TLRY,2025-02-05
TMUS,2025-02-05
TRIP,2025-02-05
TSCO,2025-02-05
TSLA,2025-02-05
TTD,2025-02-05
TXN,2025-02-05
UAL,2025-02-05
UNIT,2025-02-05
VERU,2025-02-05
VKTX,2025-02-05
VLY,2025-02-05
VOD,2025-02-05
VTRS,2025-02-05
VXRT,2025-02-05
WBA,2025-02-05
WBD,2025-02-05
WDAY,2025-02-05
WDC,2025-02-05
WEN,2025-02-05
WW,2025-02-05
WYNN,2025-02-05
XEL,2025-02-05
XP,2025-02-05
XRAY,2025-02-05
XRX,2025-02-05
Z,2025-02-05
ZION,2025-02-05
ZM,2025-02-05
ZS,2025-02-05
