sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082954,0.0046082945,0.99999505,4.965517e-06,8.820117e-10
1,2025-02-07,0.004608295,0.0046082945,0.2684829,1.7473196e-06,0.73151535
1,2025-02-10,0.0046082945,0.0046082954,0.4746316,0.24059328,0.28477508
1,2025-02-11,0.0046082945,0.0046082945,0.39185253,3.4399272e-17,0.6081475
1,2025-02-12,0.0046082945,0.004608295,0.12800053,0.87199515,4.3315845e-06
1,2025-02-13,0.004608295,0.004608295,0.41793513,0.12148696,0.4605779
1,2025-02-14,0.0046082954,0.004608295,0.99992883,6.218285e-05,9.052299e-06
1,2025-02-17,0.0046082954,0.0046082945,0.43104586,0.54201853,0.026935546
1,2025-02-18,0.004608296,0.004608295,0.8234596,0.115762085,0.060778305
1,2025-02-19,0.0046082945,0.004608296,1.0,8.560952e-12,3.3501993e-10
1,2025-02-20,0.0046082954,0.0046082954,0.1987748,1.2646566e-11,0.80122524
1,2025-02-21,0.004608295,0.0046082945,0.53543055,0.30280736,0.16176207
1,2025-02-24,0.0046082954,0.0046082945,0.29128826,0.31843257,0.39027917
